CNN,SURVEY_SOURCE,PRIMARY_STREET,CROSS_STREET_1,CROSS_ST_2,MID_CORRIDOR,TYPE,DIRECTION,DAY,DATE,DAY_OF_WEEK,DAY_OF_MONTH,MONTH,YEAR,ROADWAY_CLASS,DATA_SOURCE,VOLUME_ADT,VOLUME_AM_PEAK,VOLUME_PM_PEAK,85_PERC_SPEED,AVERAGE_SPEED,,,,,,,,,
12727000,SFMTA,ULLOA ST,KENSINGTON WAY,WAITHMAN WAY,,Midblock,E,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,770,120,73,27,21,,,,,,,,,
5086000,SFMTA,EDINBURGH ST,AVALON ST,PERU ST,,Midblock,N,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,658,85,47,29,23,,,,,,,,,
9550000,SFMTA,NEWCOMB AVE,KEITH ST,KEITH ST,,Midblock,W,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,1292,120,125,29,23,,,,,,,,,
6961000,SFMTA,HOLLISTER AVE,HAWES ST,INGALLS ST,,Midblock,E,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,409,41,43,29,22,,,,,,,,,
6962000,SFMTA,HOLLISTER AVE,JENNINGS ST,INGALLS ST,,Midblock,E,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,617,48,69,29,22,,,,,,,,,
7078000,SFMTA,HUDSON AVE,MENDELL ST,NEWHALL ST,,Midblock,W,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,1537,129,105,29,22,,,,,,,,,
6962000,SFMTA,HOLLISTER AVE,JENNINGS ST,INGALLS ST,,Midblock,W,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,526,59,59,28,22,,,,,,,,,
13466000,SFMTA,WAWONA ST,ULLOA ST,TARAVAL ST,,Midblock,S,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,576,62,50,28,22,,,,,,,,,
9550000,SFMTA,NEWCOMB AVE,KEITH ST,LANE ST,,Midblock,E,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,1722,100,131,29,22,,,,,,,,,
5086000,SFMTA,EDINBURGH ST,AVALON ST,PERU ST,,Midblock,S,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,610,27,61,28,21,,,,,,,,,
7078000,SFMTA,HUDSON AVE,MENDELL ST,NEWHALL ST,,Midblock,E,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,1437,100,117,28,21,,,,,,,,,
13466000,SFMTA,WAWONA ST,ULLOA ST,TARAVAL ST,,Midblock,N,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,572,57,59,28,21,,,,,,,,,
7198000,SFMTA,INDIANA ST,23RD ST,25TH ST,,Midblock,N,3,9/29/2015,TUESDAY,29,9,2015,Residential,,2158,174,131,27,21,,,,,,,,,
6961000,SFMTA,HOLLISTER AVE,HAWES ST,INGALLS ST,,Midblock,W,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,432,67,47,28,20,,,,,,,,,
13301000,SFMTA,VIENNA ST,BRAZIL AVE,PERSIA AVE,,Midblock,N,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,440,41,39,26,20,,,,,,,,,
13301000,SFMTA,VIENNA ST,BRAZIL AVE,PERSIA AVE,,Midblock,S,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,357,22,35,26,20,,,,,,,,,
6658000,SFMTA,HAMPSHIRE ST,25TH ST,26TH ST,,Midblock,N,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,1793,136,184,25,20,,,,,,,,,
13775000,SFMTA,YORK ST,26TH ST,CESAR CHAVEZ ST,,Midblock,N,3,9/29/2015,TUESDAY,29,9,2015,Residential,,1793,130,180,24,19,,,,,,,,,
8393001,SFMTA,LOCKSLEY AVE,WARREN DR,6TH AVE,,Midblock,N,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,2597,368,227,23,19,,,,,,,,,
8393001,SFMTA,LOCKSLEY AVE,WARREN DR,6TH AVE,,Midblock,S,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,2161,107,256,23,19,,,,,,,,,
5734000,SFMTA,FOREST SIDE AVE,TARAVAL ST,ULLOA ST,,Midblock,N,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,396,30,35,26,19,,,,,,,,,
5734000,SFMTA,FOREST SIDE AVE,TARAVAL ST,ULLOA ST,,Midblock,S,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,169,16,19,26,19,,,,,,,,,
5710000,SFMTA,FOLSOM ST,CORTLAND ST,EUGENI ST,,Midblock,S,3,9/29/2015,TUESDAY,29,9,2015,Arterial,COUNTS UNLIMITED,384,40,29,24,19,,,,,,,,,
9589000,SFMTA,NEY ST,CRAUT ST,CONGDON ST,,Midblock,E,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,534,45,48,24,18,,,,,,,,,
5710000,SFMTA,FOLSOM ST,CORTLAND ST,EUGENI ST,,Midblock,N,3,9/29/2015,TUESDAY,29,9,2015,Arterial,COUNTS UNLIMITED,451,30,38,24,17,,,,,,,,,
13710000,SFMTA,WOODLAND AVE,PARNASSUS AVE,WILLARD ST,,Midblock,N,3,9/29/2015,TUESDAY,29,9,2015,Residential,,306,27,29,24,17,,,,,,,,,
13710000,SFMTA,WOODLAND AVE,PARNASSUS AVE,WILLARD ST,,Midblock,S,3,9/29/2015,TUESDAY,29,9,2015,Residential,,296,21,33,24,17,,,,,,,,,
5748000,SFMTA,FRANCE AVE,NAPLES ST,EDINBURGH ST,,Midblock,E,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,414,27,38,22,17,,,,,,,,,
5748000,SFMTA,FRANCE AVE,NAPLES ST,EDINBURGH ST,,Midblock,W,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,411,47,46,22,17,,,,,,,,,
9589000,SFMTA,NEY ST,CRAUT ST,CONGDON ST,,Midblock,W,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,533,36,48,22,17,,,,,,,,,
5198000,SFMTA,ELLSWORTH ST,TOMPKINS ST,JARBOE ST,,Midblock,N,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,403,40,36,23,17,,,,,,,,,
6658000,SFMTA,HAMPSHIRE ST,25TH ST,26TH ST,,Midblock,S,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,303,20,31,23,16,,,,,,,,,
7782000,SFMTA,KEITH ST,OAKDALE AVE,PALOU AVE,,Midblock,N,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,849,61,72,22,16,,,,,,,,,
13777000,SFMTA,YORK ST,PERALTA AVE,MONTCALM ST,,Midblock,S,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,487,27,54,19,16,,,,,,,,,
5198000,SFMTA,ELLSWORTH ST,TOMPKINS ST,JARBOE ST,,Midblock,S,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,342,31,33,21,15,,,,,,,,,
13777000,SFMTA,YORK ST,PERALTA AVE,MONTCALM ST,,Midblock,N,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,479,52,35,18,14,,,,,,,,,
7198000,SFMTA,INDIANA ST,23RD ST,25TH ST,,Midblock,S,3,9/29/2015,TUESDAY,29,9,2015,Residential,,189,18,16,22,13,,,,,,,,,
13775000,SFMTA,YORK ST,26TH ST,CESAR CHAVEZ ST,,Midblock,S,3,9/29/2015,TUESDAY,29,9,2015,Residential,,194,16,21,19,12,,,,,,,,,
7782000,SFMTA,KEITH ST,OAKDALE AVE,PALOU AVE,,Midblock,S,3,9/29/2015,TUESDAY,29,9,2015,Residential,COUNTS UNLIMITED,1010,102,87,18,11,,,,,,,,,
13304000,SFMTA,VIENNA ST,FRANCE AVE,ITALY AVE,,Midblock,N,3,9/29/2015,TUESDAY,29,9,2015,Residential,,638,77,65,26,20,,,,,,,,,
13304000,SFMTA,VIENNA ST,FRANCE AVE,ITALY AVE,,Midblock,S,3,9/29/2015,TUESDAY,29,9,2015,Residential,,524,42,48,26,18,,,,,,,,,
737000,SFMTA,16TH ST,DOLORES ST,LANDERS ST,,Midblock,E,4,9/30/2015,WEDNESDAY,30,9,2015,Arterial,,5168,444,375,37,28,,,,,,,,,
737000,SFMTA,16TH ST,DOLORES ST,LANDERS ST,,Midblock,W,4,9/30/2015,WEDNESDAY,30,9,2015,Arterial,,8441,508,637,30,25,,,,,,,,,
12732000,SFMTA,TURK ST,SCOTT ST,SEYMOUR ST,,Midblock,W,5,10/1/2015,THURSDAY,1,10,2015,Arterial,,12378,689,1057,27,22,,,,,,,,,
5964000,SFMTA,FUNSTON AVE,FULTON ST,CABRILLO ST,,Midblock,N,5,10/1/2015,THURSDAY,1,10,2015,Residential,,832,50,65,37,31,,,,,,,,,
559000,SFMTA,14TH AVE,CABRILLO ST,FULTON ST,,Midblock,N,5,10/1/2015,THURSDAY,1,10,2015,Residential,,484,39,37,34,28,,,,,,,,,
5962000,SFMTA,FUNSTON AVE,BALBOA ST,ANZA ST,,Midblock,N,5,10/1/2015,THURSDAY,1,10,2015,Residential,,494,43,37,34,28,,,,,,,,,
5964000,SFMTA,FUNSTON AVE,FULTON ST,CABRILLO ST,,Midblock,S,5,10/1/2015,THURSDAY,1,10,2015,Residential,,310,23,40,34,28,,,,,,,,,
559000,SFMTA,14TH AVE,CABRILLO ST,FULTON ST,,Midblock,S,5,10/1/2015,THURSDAY,1,10,2015,Residential,,1113,87,85,33,27,,,,,,,,,
6585101,SFMTA,GUERRERO ST,23RD ST,ELIZABETH ST,,Midblock,S,5,10/1/2015,THURSDAY,1,10,2015,Arterial,,9060,519,899,32,27,,,,,,,,,
5961000,SFMTA,FUNSTON AVE,ANZA ST,GEARY BLVD,,Midblock,N,5,10/1/2015,THURSDAY,1,10,2015,Residential,,514,50,37,33,26,,,,,,,,,
6580101,SFMTA,GUERRERO ST,18TH ST,19TH ST,,Midblock,S,5,10/1/2015,THURSDAY,1,10,2015,Arterial,,9878,496,951,32,25,,,,,,,,,
4784101,SFMTA,DIAMOND HEIGHTS BLVD,ARBOR ST,SUSSEX ST,,Midblock,N,5,10/1/2015,THURSDAY,1,10,2015,Arterial,COUNTS UNLIMITED,3263,291,338,29,25,,,,,,,,,
8342101,SFMTA,LINCOLN WAY,2ND AVE,W/ UNCONTROLLED CROSSWALK,,Midblock,E,5,10/1/2015,THURSDAY,1,10,2015,Arterial,,4806,506,355,29,25,,,,,,,,,
557000,SFMTA,14TH AVE,ANZA ST,BALBOA ST,,Midblock,S,5,10/1/2015,THURSDAY,1,10,2015,Residential,,784,61,79,30,25,,,,,,,,,
1204000,SFMTA,22ND ST,NOE ST,CASTRO ST,,Midblock,E,5,10/1/2015,THURSDAY,1,10,2015,Residential,,578,47,47,30,24,,,,,,,,,
11446000,SFMTA,SAN JOSE AVE,SANTA ROSA AVE,BADEN ST,,Midblock,S,5,10/1/2015,THURSDAY,1,10,2015,Arterial,COUNTS UNLIMITED,2347,201,261,30,24,,,,,,,,,
493000,SFMTA,12TH AVE,LAKE ST,CALIFORNIA ST,,Midblock,N,5,10/1/2015,THURSDAY,1,10,2015,Residential,,571,64,59,29,24,,,,,,,,,
556000,SFMTA,14TH AVE,GEARY ST,ANZA ST,,Midblock,N,5,10/1/2015,THURSDAY,1,10,2015,Residential,,679,77,50,29,24,,,,,,,,,
4784201,SFMTA,DIAMOND HEIGHTS BLVD,ARBOR ST,SUSSEX ST,,Midblock,S,5,10/1/2015,THURSDAY,1,10,2015,Arterial,COUNTS UNLIMITED,3257,245,268,29,24,,,,,,,,,
1203000,SFMTA,22ND ST,NOE ST,SANCHEZ ST,,Midblock,E,5,10/1/2015,THURSDAY,1,10,2015,Residential,,616,64,56,29,24,,,,,,,,,
1203000,SFMTA,22ND ST,NOE ST,SANCHEZ ST,,Midblock,W,5,10/1/2015,THURSDAY,1,10,2015,Residential,,369,45,28,30,23,,,,,,,,,
6585101,SFMTA,GUERRERO ST,23RD ST,ELIZABETH ST,,Midblock,N,5,10/1/2015,THURSDAY,1,10,2015,Arterial,,11820,1040,882,30,23,,,,,,,,,
5962000,SFMTA,FUNSTON AVE,BALBOA ST,ANZA ST,,Midblock,S,5,10/1/2015,THURSDAY,1,10,2015,Residential,,154,10,14,31,23,,,,,,,,,
557000,SFMTA,14TH AVE,ANZA ST,BALBOA ST,,Midblock,N,5,10/1/2015,THURSDAY,1,10,2015,Residential,,268,19,27,29,23,,,,,,,,,
11592000,SFMTA,SANTA ROSA AVE,CAPISTRANO AVE,SAN JOSE AVE,,Midblock,W,5,10/1/2015,THURSDAY,1,10,2015,Residential,COUNTS UNLIMITED,2004,264,198,28,23,,,,,,,,,
5963000,SFMTA,FUNSTON AVE,CABRILLO ST,BALBOA ST,,Midblock,S,5,10/1/2015,THURSDAY,1,10,2015,Residential,,181,17,16,29,22,,,,,,,,,
11598000,SFMTA,SANTA YNEZ AVE,CAYUGA AVE,OSTEGO AVE,,Midblock,W,5,10/1/2015,THURSDAY,1,10,2015,Residential,COUNTS UNLIMITED,1307,183,120,28,22,,,,,,,,,
13261000,SFMTA,VICENTE ST,35TH AVE,36TH AVE,,Midblock,W,5,10/1/2015,THURSDAY,1,10,2015,Residential,,2511,197,252,28,22,,,,,,,,,
6580101,SFMTA,GUERRERO ST,18TH ST,19TH ST,,Midblock,N,5,10/1/2015,THURSDAY,1,10,2015,Arterial,,12625,1176,898,27,22,,,,,,,,,
11598000,SFMTA,SANTA YNEZ AVE,CAYUGA AVE,OSTEGO AVE,,Midblock,E,5,10/1/2015,THURSDAY,1,10,2015,Residential,COUNTS UNLIMITED,1247,141,132,27,22,,,,,,,,,
13261000,SFMTA,VICENTE ST,35TH AVE,36TH AVE,,Midblock,E,5,10/1/2015,THURSDAY,1,10,2015,Residential,,2914,210,268,27,22,,,,,,,,,
1204000,SFMTA,22ND ST,NOE ST,CASTRO ST,,Midblock,W,5,10/1/2015,THURSDAY,1,10,2015,Residential,,417,31,41,28,22,,,,,,,,,
5070000,SFMTA,EDDY ST,BUCHANAN,WEBSTER ST,,Midblock,E,5,10/1/2015,THURSDAY,1,10,2015,Residential,,2191,162,157,28,22,,,,,,,,,
11446000,SFMTA,SAN JOSE AVE,SANTA ROSA AVE,BADEN ST,,Midblock,N,5,10/1/2015,THURSDAY,1,10,2015,Arterial,COUNTS UNLIMITED,1988,261,175,28,22,,,,,,,,,
981000,SFMTA,19TH ST,SANCHEZ AVE,CHURCH ST,,Midblock,W,5,10/1/2015,THURSDAY,1,10,2015,Residential,,355,23,40,26,21,,,,,,,,,
8342101,SFMTA,LINCOLN WAY,2ND AVE,W/ UNCONTROLLED CROSSWALK,,Midblock,W,5,10/1/2015,THURSDAY,1,10,2015,Arterial,,3817,210,317,26,21,,,,,,,,,
11592000,SFMTA,SANTA ROSA AVE,CAPISTRANO AVE,SAN JOSE AVE,,Midblock,E,5,10/1/2015,THURSDAY,1,10,2015,Residential,COUNTS UNLIMITED,1549,144,159,26,21,,,,,,,,,
556000,SFMTA,14TH AVE,GEARY ST,ANZA ST,,Midblock,S,5,10/1/2015,THURSDAY,1,10,2015,Residential,,408,30,45,27,21,,,,,,,,,
981000,SFMTA,19TH ST,SANCHEZ AVE,CHURCH ST,,Midblock,E,5,10/1/2015,THURSDAY,1,10,2015,Residential,,1561,176,137,25,21,,,,,,,,,
13258000,SFMTA,VICENTE ST,32ND AVE,33RD AVE,,Midblock,E,5,10/1/2015,THURSDAY,1,10,2015,Residential,COUNTS UNLIMITED,3470,272,300,25,21,,,,,,,,,
4588000,SFMTA,DARIEN WAY,SAN BENITO WAY,SANTA ANA AVE,,Midblock,W,5,10/1/2015,THURSDAY,1,10,2015,Residential,COUNTS UNLIMITED,423,82,49,24,20,,,,,,,,,
5070000,SFMTA,EDDY ST,BUCHANAN,WEBSTER ST,,Midblock,W,5,10/1/2015,THURSDAY,1,10,2015,Residential,,2535,166,326,24,20,,,,,,,,,
5487000,SFMTA,FERNWOOD DR,EL VERANOST,BRENTWOOD ST,,Midblock,N,5,10/1/2015,THURSDAY,1,10,2015,Residential,COUNTS UNLIMITED,219,21,19,24,20,,,,,,,,,
11681000,SFMTA,SCOTT ST,WALLER ST,DUBOCE ST,,Midblock,S,5,10/1/2015,THURSDAY,1,10,2015,Residential,COUNTS UNLIMITED,2702,234,237,24,20,,,,,,,,,
13258000,SFMTA,VICENTE ST,32ND AVE,33RD AVE,,Midblock,W,5,10/1/2015,THURSDAY,1,10,2015,Residential,COUNTS UNLIMITED,2843,229,285,24,20,,,,,,,,,
11681000,SFMTA,SCOTT ST,WALLER ST,DUBOCE ST,,Midblock,N,5,10/1/2015,THURSDAY,1,10,2015,Residential,COUNTS UNLIMITED,2890,267,285,24,20,,,,,,,,,
1510000,SFMTA,26TH ST,HAMPSHIRE ST,YORK ST,,Midblock,W,5,10/1/2015,THURSDAY,1,10,2015,Residential,,2396,170,289,24,19,,,,,,,,,
6683000,SFMTA,HARKNESS AVE,DELTA ST,RUTLAND ST,,Midblock,W,5,10/1/2015,THURSDAY,1,10,2015,Residential,,477,83,42,24,19,,,,,,,,,
13217000,SFMTA,VERMONT ST,20TH ST,22ND ST,,Midblock,S,5,10/1/2015,THURSDAY,1,10,2015,Residential,COUNTS UNLIMITED,546,33,61,24,19,,,,,,,,,
493000,SFMTA,12TH AVE,LAKE ST,CALIFORNIA ST,,Midblock,S,5,10/1/2015,THURSDAY,1,10,2015,Residential,,456,41,40,24,19,,,,,,,,,
4588000,SFMTA,DARIEN WAY,SAN BENITO WAY,SANTA ANA AVE,,Midblock,E,5,10/1/2015,THURSDAY,1,10,2015,Residential,COUNTS UNLIMITED,650,95,59,23,18,,,,,,,,,
1510000,SFMTA,26TH ST,HAMPSHIRE ST,YORK ST,,Midblock,E,5,10/1/2015,THURSDAY,1,10,2015,Residential,,472,43,43,24,18,,,,,,,,,
991000,SFMTA,19TH ST,SEWARD ST,YUKON AR,,Midblock,W,5,10/1/2015,THURSDAY,1,10,2015,Residential,,412,31,36,23,18,,,,,,,,,
5961000,SFMTA,FUNSTON AVE,ANZA ST,GEARY BLVD,,Midblock,S,5,10/1/2015,THURSDAY,1,10,2015,Residential,,151,12,14,25,18,,,,,,,,,
5487000,SFMTA,FERNWOOD DR,EL VERANOST,BRENTWOOD ST,,Midblock,S,5,10/1/2015,THURSDAY,1,10,2015,Residential,COUNTS UNLIMITED,219,29,18,23,18,,,,,,,,,
9547000,SFMTA,NEWBURG ST,27TH ST,DUNCAN ST,,Midblock,N,5,10/1/2015,THURSDAY,1,10,2015,Residential,COUNTS UNLIMITED,709,72,73,23,18,,,,,,,,,
9547000,SFMTA,NEWBURG ST,27TH ST,DUNCAN ST,,Midblock,S,5,10/1/2015,THURSDAY,1,10,2015,Residential,COUNTS UNLIMITED,590,40,56,23,18,,,,,,,,,
12839000,SFMTA,UNION ST,GRANT ST,KEARNEY ST,,Midblock,E,5,10/1/2015,THURSDAY,1,10,2015,Residential,COUNTS UNLIMITED,2995,275,233,23,18,,,,,,,,,
11838000,SFMTA,SHOTWELL ST,20TH ST,21ST ST,,Midblock,N,5,10/1/2015,THURSDAY,1,10,2015,Residential,COUNTS UNLIMITED,911,66,62,24,17,,,,,,,,,
8186000,SFMTA,LAWTON ST,7TH AVE,8TH AVE,,Midblock,W,5,10/1/2015,THURSDAY,1,10,2015,Residential,,4687,364,406,22,17,,,,,,,,,
6683000,SFMTA,HARKNESS AVE,DELTA ST,RUTLAND ST,,Midblock,E,5,10/1/2015,THURSDAY,1,10,2015,Residential,,342,48,32,23,17,,,,,,,,,
