CNN,SURVEY_SOURCE,PRIMARY_STREET,CROSS_STREET_1,CROSS_ST_2,MID_CORRIDOR,TYPE,DIRECTION,DAY,DATE,DAY_OF_WEEK,DAY_OF_MONTH,MONTH,YEAR,ROADWAY_CLASS,DATA_SOURCE,VOLUME_ADT,VOLUME_AM_PEAK,VOLUME_PM_PEAK,85_PERC_SPEED,AVERAGE_SPEED,,,,,,,,,
12429000,SFMTA,TAYLOR ST,O'FARRELL ST,ELLIS ST,,TUBE,NB,4,11/8/2017,WEDNESDAY,8,11,2017,Residential,QUALITY COUNTS,10363,551,651,24,17,,,,,,,,,
12425000,SFMTA,TAYLOR ST,TURK ST,GOLDEN GATE AVE,,TUBE,NB,4,11/8/2017,WEDNESDAY,8,11,2017,Residential,QUALITY COUNTS,10536,582,571,23,17,,,,,,,,,
12426000,SFMTA,TAYLOR ST,TURK ST,GOLDEN GATE AVE,,TUBE,NB,4,11/8/2017,WEDNESDAY,8,11,2017,Residential,QUALITY COUNTS,10536,582,571,23,17,,,,,,,,,
12436000,SFMTA,TAYLOR ST,SUTTER ST,POST ST,,TUBE,NB,4,11/8/2017,WEDNESDAY,8,11,2017,Residential,QUALITY COUNTS,9987,571,567,21,16,,,,,,,,,
12435000,SFMTA,TAYLOR ST,SUTTER ST,POST ST,,TUBE,NB,4,11/8/2017,WEDNESDAY,8,11,2017,Residential,QUALITY COUNTS,9987,571,567,21,16,,,,,,,,,
12434000,SFMTA,TAYLOR ST,SUTTER ST,POST ST,,TUBE,NB,4,11/8/2017,WEDNESDAY,8,11,2017,Residential,QUALITY COUNTS,9987,571,567,21,16,,,,,,,,,
12429000,SFMTA,TAYLOR ST,O'FARRELL ST,ELLIS ST,,TUBE,NB,5,11/9/2017,THURSDAY,9,11,2017,Residential,QUALITY COUNTS,10117,534,613,24,17,,,,,,,,,
12425000,SFMTA,TAYLOR ST,TURK ST,GOLDEN GATE AVE,,TUBE,NB,5,11/9/2017,THURSDAY,9,11,2017,Residential,QUALITY COUNTS,10750,629,562,23,17,,,,,,,,,
12426000,SFMTA,TAYLOR ST,TURK ST,GOLDEN GATE AVE,,TUBE,NB,5,11/9/2017,THURSDAY,9,11,2017,Residential,QUALITY COUNTS,10750,629,562,23,17,,,,,,,,,
12436000,SFMTA,TAYLOR ST,SUTTER ST,POST ST,HOBART,TUBE,NB,5,11/9/2017,THURSDAY,9,11,2017,Residential,QUALITY COUNTS,9467,545,596,22,16,,,,,,,,,
12435000,SFMTA,TAYLOR ST,SUTTER ST,POST ST,"COSMO, HOBART",TUBE,NB,5,11/9/2017,THURSDAY,9,11,2017,Residential,QUALITY COUNTS,9467,545,596,22,16,,,,,,,,,
12434000,SFMTA,TAYLOR ST,SUTTER ST,POST ST,COSMO,TUBE,NB,5,11/9/2017,THURSDAY,9,11,2017,Residential,QUALITY COUNTS,9467,545,596,22,16,,,,,,,,,
6272000,SFMTA,GOLDEN GATE AVE,PIERCE ST,STEINER ST,,TUBE,EB,4,11/15/2017,WEDNESDAY,15,11,2017,Residential,QUALITY COUNTS,10815,1117,871,29,25,,,,,,,,,
6275000,SFMTA,GOLDEN GATE AVE,DIVISADERO ST,SCOTT ST,,TUBE,EB,4,11/15/2017,WEDNESDAY,15,11,2017,Residential,QUALITY COUNTS,8985,967,655,29,24,,,,,,,,,
6270000,SFMTA,GOLDEN GATE AVE,FILLMORE ST,WEBSTER ST,,TUBE,EB,4,11/15/2017,WEDNESDAY,15,11,2017,Residential,QUALITY COUNTS,11543,1190,907,27,22,,,,,,,,,
6267000,SFMTA,GOLDEN GATE AVE,GOUGH ST,FRANKLIN ST,,TUBE,EB,4,11/15/2017,WEDNESDAY,15,11,2017,Residential,QUALITY COUNTS,12714,1009,853,26,21,,,,,,,,,
6276000,SFMTA,GOLDEN GATE AVE,BRODERICK ST,DIVISADERO ST,,TUBE,EB,4,11/15/2017,WEDNESDAY,15,11,2017,Residential,QUALITY COUNTS,6929,794,469,26,21,,,,,,,,,
6272000,SFMTA,GOLDEN GATE AVE,PIERCE ST,STEINER ST,,TUBE,EB,5,11/16/2017,THURSDAY,16,11,2017,Residential,QUALITY COUNTS,11495,1195,918,29,24,,,,,,,,,
6275000,SFMTA,GOLDEN GATE AVE,DIVISADERO ST,SCOTT ST,,TUBE,EB,5,11/16/2017,THURSDAY,16,11,2017,Residential,QUALITY COUNTS,9577,1035,733,28,23,,,,,,,,,
6270000,SFMTA,GOLDEN GATE AVE,FILLMORE ST,WEBSTER ST,,TUBE,EB,5,11/16/2017,THURSDAY,16,11,2017,Residential,QUALITY COUNTS,12126,1276,972,27,22,,,,,,,,,
6276000,SFMTA,GOLDEN GATE AVE,BRODERICK ST,DIVISADERO ST,,TUBE,EB,5,11/16/2017,THURSDAY,16,11,2017,Residential,QUALITY COUNTS,7378,815,538,25,21,,,,,,,,,
6267000,SFMTA,GOLDEN GATE AVE,GOUGH ST,FRANKLIN ST,,TUBE,EB,5,11/16/2017,THURSDAY,16,11,2017,Residential,QUALITY COUNTS,12657,953,845,26,20,,,,,,,,,
10613101,SFMTA,PORTOLA DR,TWIN PEAKS BLVD,GLENVIEW DR,,TUBE,EB,3,12/5/2017,TUESDAY,5,12,2017,Residential,QUALITY COUNTS,14812,1148,1205,42,42,,,,,,,,,
10613101,SFMTA,PORTOLA DR,TWIN PEAKS BLVD,GLENVIEW DR,,TUBE,WB,3,12/5/2017,TUESDAY,5,12,2017,Residential,QUALITY COUNTS,13805,911,1032,34,29,,,,,,,,,
12385000,SFMTA,TARAVAL  ST,CORTES AVE,MADRONE AVE,,TUBE,WB,3,12/5/2017,TUESDAY,5,12,2017,Residential,,5126,448,511,33,29,,,,,,,,,
12386000,SFMTA,TARAVAL  ST,FOREST SIDE AVE,MADRONE AVE,,TUBE,EB,3,12/5/2017,TUESDAY,5,12,2017,Residential,,4993,542,398,32,28,,,,,,,,,
12386000,SFMTA,TARAVAL  ST,FOREST SIDE AVE,MADRONE AVE,,TUBE,WB,3,12/5/2017,TUESDAY,5,12,2017,Residential,,5344,465,429,32,28,,,,,,,,,
12385000,SFMTA,TARAVAL  ST,CORTES AVE,MADRONE AVE,,TUBE,EB,3,12/5/2017,TUESDAY,5,12,2017,Residential,,4159,553,399,32,27,,,,,,,,,
1009000,SFMTA,20TH AVE,LAWTON ST,MORAGA ST,,TUBE,SB,3,12/5/2017,TUESDAY,5,12,2017,Residential,,1346,95,125,30,25,,,,,,,,,
1016000,SFMTA,20TH AVE,SANTIAGO ST,TARAVAL ST,,TUBE,NB,3,12/5/2017,TUESDAY,5,12,2017,Residential,,1091,89,90,30,25,,,,,,,,,
1016000,SFMTA,20TH AVE,SANTIAGO ST,TARAVAL ST,,TUBE,SB,3,12/5/2017,TUESDAY,5,12,2017,Residential,,1203,113,104,30,25,,,,,,,,,
1083000,SFMTA,21ST AVE,LAWTON ST,MORAGA ST,,TUBE,NB,3,12/5/2017,TUESDAY,5,12,2017,Residential,,452,52,39,30,24,,,,,,,,,
1009000,SFMTA,20TH AVE,LAWTON ST,MORAGA ST,,TUBE,NB,3,12/5/2017,TUESDAY,5,12,2017,Residential,,1675,289,131,28,24,,,,,,,,,
1083000,SFMTA,21ST AVE,LAWTON ST,MORAGA ST,,TUBE,SB,3,12/5/2017,TUESDAY,5,12,2017,Residential,,421,35,39,29,24,,,,,,,,,
12514000,SFMTA,TERESITA BLVD,FOERSTER ST,LOS PALMOS DR,,TUBE,NB,3,12/5/2017,TUESDAY,5,12,2017,Residential,QUALITY COUNTS,2767,291,237,28,23,,,,,,,,,
1090000,SFMTA,21ST AVE,SANTIAGO ST,TARAVAL ST,,TUBE,SB,3,12/5/2017,TUESDAY,5,12,2017,Residential,,457,42,45,29,23,,,,,,,,,
12514000,SFMTA,TERESITA BLVD,FOERSTER ST,LOS PALMOS DR,,,SB,3,12/5/2017,TUESDAY,5,12,2017,Residential,QUALITY COUNTS,2711,316,279,27,23,,,,,,,,,
1090000,SFMTA,21ST AVE,SANTIAGO ST,TARAVAL ST,,TUBE,NB,3,12/5/2017,TUESDAY,5,12,2017,Residential,,542,58,49,28,22,,,,,,,,,
7941000,SFMTA,LAGUNA ST,HAIGHT ST,WALLER ST,,TUBE,SB,3,12/5/2017,TUESDAY,5,12,2017,Residential,QUALITY COUNTS,2088,118,172,24,19,,,,,,,,,
11189000,SFMTA,RUSSIA AVE,PARIS ST,LONDON ST,,TUBE,WB,3,12/5/2017,TUESDAY,5,12,2017,Residential,QUALITY COUNTS,1750,205,141,24,19,,,,,,,,,
6160000,SFMTA,MELROSE AVE,MANGELS AVE,GENNESSEE ST,,TUBE,EB,3,12/5/2017,TUESDAY,5,12,2017,Residential,,193,17,21,22,18,,,,,,,,,
6160000,SFMTA,MELROSE AVE,MANGELS AVE,GENNESSEE ST,,TUBE,WB,3,12/5/2017,TUESDAY,5,12,2017,Residential,,233,32,20,22,18,,,,,,,,,
568201,SFMTA,14TH AVE,PACHECO ST,RADIO TERRACE,,TUBE,SB,3,12/5/2017,TUESDAY,5,12,2017,Residential,,351,42,38,22,18,,,,,,,,,
568201,SFMTA,14TH AVE,PACHECO ST,RADIO TERRACE,,TUBE,NB,3,12/5/2017,TUESDAY,5,12,2017,Residential,,276,22,31,23,17,,,,,,,,,
11189000,SFMTA,RUSSIA AVE,PARIS ST,LONDON ST,,TUBE,EB,3,12/5/2017,TUESDAY,5,12,2017,Residential,QUALITY COUNTS,1764,150,170,21,17,,,,,,,,,
7941000,SFMTA,LAGUNA ST,HAIGHT ST,WALLER ST,,TUBE,NB,3,12/5/2017,TUESDAY,5,12,2017,Residential,QUALITY COUNTS,4931,345,345,23,16,,,,,,,,,
1793000,SFMTA,36TH AVE,BALBOA ST,CABRILLO ST,,TUBE,SB,3,12/5/2017,TUESDAY,5,12,2017,Residential,,1475,183,128,28,,,,,,,,,,
1823000,SFMTA,37TH AVE,BALBOA ST,CABRILLO ST,,TUBE,SB,3,12/5/2017,TUESDAY,5,12,2017,Residential,,696,59,73,28,,,,,,,,,,
1793000,SFMTA,36TH AVE,BALBOA ST,CABRILLO ST,,TUBE,NB,3,12/5/2017,TUESDAY,5,12,2017,Residential,,1518,121,164,28,,,,,,,,,,
1823000,SFMTA,37TH AVE,BALBOA ST,CABRILLO ST,,TUBE,NB,3,12/5/2017,TUESDAY,5,12,2017,Residential,,807,109,66,29,,,,,,,,,,
1294000,SFMTA,24TH AVE,GEARY BOULEVARD,ANZA ST,,TUBE,SB,3,12/5/2017,TUESDAY,5,12,2017,Residential,,665,56,56,27,23,,,,,,,,,
1294000,SFMTA,24TH AVE,GEARY BOULEVARD,ANZA ST,,TUBE,NB,3,12/5/2017,TUESDAY,5,12,2017,Residential,,792,91,64,27,22,,,,,,,,,
8470000,SFMTA,LONDON ST,EXCELSIOR AVE,AVALON AVE,,TUBE,NB,3,12/5/2017,TUESDAY,5,12,2017,Residential,QUALITY COUNTS,786,80,81,26,19,,,,,,,,,
8470000,SFMTA,LONDON ST,EXCELSIOR AVE,AVALON AVE,,TUBE,SB,3,12/5/2017,TUESDAY,5,12,2017,Residential,QUALITY COUNTS,768,72,73,24,18,,,,,,,,,
11804000,SFMTA,SHERMAN ST,FOLSOM ST,HARRISION ST,,TUBE,SB,3,12/5/2017,TUESDAY,5,12,2017,Residential,QUALITY COUNTS,1310,64,201,18,13,,,,,,,,,
11804000,SFMTA,SHERMAN ST,CLEVELAND ST,HARRISION ST,,TUBE,SB,3,12/5/2017,TUESDAY,5,12,2017,Residential,QUALITY COUNTS,1310,64,201,18,13,,,,,,,,,
1822000,SFMTA,37TH AVE,ANZA ST,BALBOA ST,,TUBE,NB,3,12/5/2017,TUESDAY,5,12,2017,Residential,,859,130,72,27,,,,,,,,,,
1822000,SFMTA,37TH AVE,ANZA ST,BALBOA ST,,TUBE,SB,3,12/5/2017,TUESDAY,5,12,2017,Residential,,501,39,53,27,,,,,,,,,,
1792000,SFMTA,36TH AVE,ANZA ST,BALBOA ST,,TUBE,SB,3,12/5/2017,TUESDAY,5,12,2017,Residential,,1260,103,136,26,,,,,,,,,,
1792000,SFMTA,36TH AVE,ANZA ST,BALBOA ST,,TUBE,NB,3,12/5/2017,TUESDAY,5,12,2017,Residential,,1406,126,149,28,,,,,,,,,,
10613101,SFMTA,PORTOLA DR,TWIN PEAKS BLVD,GLENVIEW DR,,TUBE,EB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,15238,1297,1200,41,32,,,,,,,,,
10613101,SFMTA,PORTOLA DR,TWIN PEAKS BLVD,GLENVIEW DR,,TUBE,WB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,14421,1080,1077,34,29,,,,,,,,,
12385000,SFMTA,TARAVAL  ST,CORTES AVE,MADRONE AVE,,TUBE,WB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,,5142,422,475,34,29,,,,,,,,,
12386000,SFMTA,TARAVAL  ST,FOREST SIDE AVE,MADRONE AVE,,TUBE,WB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,,5366,435,486,33,29,,,,,,,,,
12386000,SFMTA,TARAVAL  ST,FOREST SIDE AVE,MADRONE AVE,,TUBE,EB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,,5032,533,425,32,28,,,,,,,,,
12385000,SFMTA,TARAVAL  ST,CORTES AVE,MADRONE AVE,,TUBE,EB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,,5191,556,428,32,27,,,,,,,,,
1016000,SFMTA,20TH AVE,SANTIAGO ST,TARAVAL ST,,TUBE,SB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,,1142,112,81,30,26,,,,,,,,,
1009000,SFMTA,20TH AVE,LAWTON ST,MORAGA ST,,TUBE,SB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,,1355,98,118,30,25,,,,,,,,,
1016000,SFMTA,20TH AVE,SANTIAGO ST,TARAVAL ST,,TUBE,NB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,,1160,98,85,30,25,,,,,,,,,
1083000,SFMTA,21ST AVE,LAWTON ST,MORAGA ST,,TUBE,NB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,,509,68,47,30,25,,,,,,,,,
1083000,SFMTA,21ST AVE,LAWTON ST,MORAGA ST,,TUBE,SB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,,475,49,42,29,24,,,,,,,,,
6271000,SFMTA,GOLDEN GATE AVE,STEINER ST,FILLMORE ST,,TUBE,EB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,9788,834,835,29,24,,,,,,,,,
1009000,SFMTA,20TH AVE,LAWTON ST,MORAGA ST,,TUBE,NB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,,1718,287,109,28,24,,,,,,,,,
12514000,SFMTA,TERESITA BLVD,FOERSTER ST,LOS PALMOS DR,,,SB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,2737,316,243,28,23,,,,,,,,,
1090000,SFMTA,21ST AVE,SANTIAGO ST,TARAVAL ST,,TUBE,SB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,,439,44,41,28,23,,,,,,,,,
12514000,SFMTA,TERESITA BLVD,FOERSTER ST,LOS PALMOS DR,,,NB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,2772,285,248,27,23,,,,,,,,,
1090000,SFMTA,21ST AVE,SANTIAGO ST,TARAVAL ST,,TUBE,NB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,,557,49,52,29,23,,,,,,,,,
301000,SFMTA,5TH ST,HOWARD ST,BRYANT ST,"TEHAMA, CLEMENTINA, FOLSOM, SHIPLEY, JENNIFER, SCOTT, CLARA, HARRISON, BRYANT",TUBE,SB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,10838,600,707,28,22,,,,,,,,,
302000,SFMTA,5TH ST,HOWARD ST,BRYANT ST,"TEHAMA, CLEMENTINA, FOLSOM, SHIPLEY, JENNIFER, SCOTT, CLARA, HARRISON, BRYANT",TUBE,SB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,10838,600,707,28,22,,,,,,,,,
303000,SFMTA,5TH ST,HOWARD ST,BRYANT ST,"TEHAMA, CLEMENTINA, FOLSOM, SHIPLEY, JENNIFER, SCOTT, CLARA, HARRISON, BRYANT",TUBE,SB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,10838,600,707,28,22,,,,,,,,,
293000,SFMTA,5TH ST,HOWARD ST,BRYANT ST,"TEHAMA, CLEMENTINA, FOLSOM, SHIPLEY, JENNIFER, SCOTT, CLARA, HARRISON, BRYANT",TUBE,SB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,10838,600,707,28,22,,,,,,,,,
294000,SFMTA,5TH ST,HOWARD ST,BRYANT ST,"TEHAMA, CLEMENTINA, FOLSOM, SHIPLEY, JENNIFER, SCOTT, CLARA, HARRISON, BRYANT",TUBE,SB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,10838,600,707,28,22,,,,,,,,,
295000,SFMTA,5TH ST,HOWARD ST,BRYANT ST,"TEHAMA, CLEMENTINA, FOLSOM, SHIPLEY, JENNIFER, SCOTT, CLARA, HARRISON, BRYANT",TUBE,SB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,10838,600,707,28,22,,,,,,,,,
301000,SFMTA,5TH ST,HOWARD ST,BRYANT ST,"TEHAMA, CLEMENTINA, FOLSOM, SHIPLEY, JENNIFER, SCOTT, CLARA, HARRISON, BRYANT",TUBE,NB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,7611,508,478,26,19,,,,,,,,,
302000,SFMTA,5TH ST,HOWARD ST,BRYANT ST,"TEHAMA, CLEMENTINA, FOLSOM, SHIPLEY, JENNIFER, SCOTT, CLARA, HARRISON, BRYANT",TUBE,NB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,7611,508,478,26,19,,,,,,,,,
303000,SFMTA,5TH ST,HOWARD ST,BRYANT ST,"TEHAMA, CLEMENTINA, FOLSOM, SHIPLEY, JENNIFER, SCOTT, CLARA, HARRISON, BRYANT",TUBE,NB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,7611,508,478,26,19,,,,,,,,,
293000,SFMTA,5TH ST,HOWARD ST,BRYANT ST,"TEHAMA, CLEMENTINA, FOLSOM, SHIPLEY, JENNIFER, SCOTT, CLARA, HARRISON, BRYANT",TUBE,NB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,7611,508,478,26,19,,,,,,,,,
294000,SFMTA,5TH ST,HOWARD ST,BRYANT ST,"TEHAMA, CLEMENTINA, FOLSOM, SHIPLEY, JENNIFER, SCOTT, CLARA, HARRISON, BRYANT",TUBE,NB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,7611,508,478,26,19,,,,,,,,,
295000,SFMTA,5TH ST,HOWARD ST,BRYANT ST,"TEHAMA, CLEMENTINA, FOLSOM, SHIPLEY, JENNIFER, SCOTT, CLARA, HARRISON, BRYANT",TUBE,NB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,7611,508,478,26,19,,,,,,,,,
6265000,SFMTA,GOLDEN GATE AVE,VAN NESS AVE,POLK ST,,TUBE,EB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,9377,595,627,24,19,,,,,,,,,
11189000,SFMTA,RUSSIA AVE,PARIS ST,LONDON ST,,TUBE,WB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,1789,224,132,24,19,,,,,,,,,
568201,SFMTA,14TH AVE,PACHECO ST,RADIO TERRACE,,TUBE,SB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,,330,35,42,22,19,,,,,,,,,
6160000,SFMTA,MELROSE AVE,MANGELS AVE,GENNESSEE ST,,TUBE,EB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,,167,18,19,22,19,,,,,,,,,
6160000,SFMTA,MELROSE AVE,MANGELS AVE,GENNESSEE ST,,TUBE,WB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,,207,35,18,22,19,,,,,,,,,
7941000,SFMTA,LAGUNA ST,HAIGHT ST,WALLER ST,,TUBE,SB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,1901,97,156,4,19,,,,,,,,,
5659000,SFMTA,FOLSOM ST,2ND ST,ESSEX ST,,TUBE,EB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,11772,757,857,24,18,,,,,,,,,
5962000,SFMTA,FUNSTON AVE,BALBOA ST,ANZA ST,,TUBE,NB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,440,40,34,22,18,,,,,,,,,
6266000,SFMTA,GOLDEN GATE AVE,FRANKLIN ST,VAN NESS AVE,,TUBE,EB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,7450,467,470,24,17,,,,,,,,,
6268000,SFMTA,GOLDEN GATE AVE,OCTAVIA ST,GOUGH ST,,TUBE,EB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,6174,444,375,24,17,,,,,,,,,
11189000,SFMTA,RUSSIA AVE,PARIS ST,LONDON ST,,TUBE,EB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,1730,148,171,20,17,,,,,,,,,
568201,SFMTA,14TH AVE,PACHECO ST,RADIO TERRACE,,TUBE,NB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,,267,22,33,24,17,,,,,,,,,
7941000,SFMTA,LAGUNA ST,HAIGHT ST,WALLER ST,,TUBE,NB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,4690,337,363,23,16,,,,,,,,,
5962000,SFMTA,FUNSTON AVE,BALBOA ST,ANZA ST,,TUBE,SB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,131,6,18,19,15,,,,,,,,,
1823000,SFMTA,37TH AVE,BALBOA ST,CABRILLO ST,,TUBE,NB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,,796,118,69,30,,,,,,,,,,
1823000,SFMTA,37TH AVE,BALBOA ST,CABRILLO ST,,TUBE,SB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,,759,54,60,29,,,,,,,,,,
1793000,SFMTA,36TH AVE,BALBOA ST,CABRILLO ST,,TUBE,SB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,,1465,200,137,28,,,,,,,,,,
1793000,SFMTA,36TH AVE,BALBOA ST,CABRILLO ST,,TUBE,NB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,,1455,124,122,28,,,,,,,,,,
1294000,SFMTA,24TH AVE,GEARY BOULEVARD,ANZA ST,,TUBE,SB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,,689,56,67,28,23,,,,,,,,,
1294000,SFMTA,24TH AVE,GEARY BOULEVARD,ANZA ST,,TUBE,NB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,,919,100,67,27,22,,,,,,,,,
8470000,SFMTA,LONDON ST,EXCELSIOR AVE,AVALON AVE,,TUBE,SB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,772,69,88,24,18,,,,,,,,,
8470000,SFMTA,LONDON ST,EXCELSIOR AVE,AVALON AVE,,TUBE,NB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,820,71,76,25,18,,,,,,,,,
11803000,SFMTA,SHERMAN ST,CLEVELAND ST,HARRISION ST,CLEVELAND ST,TUBE,SB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,1010,57,172,18,13,,,,,,,,,
11804000,SFMTA,SHERMAN ST,FOLSOM ST,HARRISION ST,,TUBE,SB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,1010,57,172,18,13,,,,,,,,,
11804000,SFMTA,SHERMAN ST,CLEVELAND ST,HARRISION ST,,TUBE,SB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,1010,57,172,18,13,,,,,,,,,
11803000,SFMTA,SHERMAN ST,FOLSOM ST,HARRISION ST,CLEVELAND ST,TUBE,SB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,QUALITY COUNTS,1010,57,172,18,13,,,,,,,,,
1792000,SFMTA,36TH AVE,ANZA ST,BALBOA ST,,TUBE,NB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,,1233,107,100,28,,,,,,,,,,
1822000,SFMTA,37TH AVE,ANZA ST,BALBOA ST,,TUBE,NB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,,771,130,58,28,,,,,,,,,,
1792000,SFMTA,36TH AVE,ANZA ST,BALBOA ST,,TUBE,SB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,,1195,120,122,27,,,,,,,,,,
1822000,SFMTA,37TH AVE,ANZA ST,BALBOA ST,,TUBE,SB,4,12/6/2017,WEDNESDAY,6,12,2017,Residential,,515,42,43,28,,,,,,,,,,
6271000,SFMTA,GOLDEN GATE AVE,STEINER ST,FILLMORE ST,,TUBE,EB,5,12/7/2017,THURSDAY,7,12,2017,Residential,QUALITY COUNTS,9907,806,800,29,24,,,,,,,,,
301000,SFMTA,5TH ST,HOWARD ST,BRYANT ST,"TEHAMA, CLEMENTINA, FOLSOM, SHIPLEY, JENNIFER, SCOTT, CLARA, HARRISON, BRYANT",TUBE,SB,5,12/7/2017,THURSDAY,7,12,2017,Residential,QUALITY COUNTS,10950,698,625,29,22,,,,,,,,,
302000,SFMTA,5TH ST,HOWARD ST,BRYANT ST,"TEHAMA, CLEMENTINA, FOLSOM, SHIPLEY, JENNIFER, SCOTT, CLARA, HARRISON, BRYANT",TUBE,SB,5,12/7/2017,THURSDAY,7,12,2017,Residential,QUALITY COUNTS,10950,698,625,29,22,,,,,,,,,
303000,SFMTA,5TH ST,HOWARD ST,BRYANT ST,"TEHAMA, CLEMENTINA, FOLSOM, SHIPLEY, JENNIFER, SCOTT, CLARA, HARRISON, BRYANT",TUBE,SB,5,12/7/2017,THURSDAY,7,12,2017,Residential,QUALITY COUNTS,10950,698,625,29,22,,,,,,,,,
293000,SFMTA,5TH ST,HOWARD ST,BRYANT ST,"TEHAMA, CLEMENTINA, FOLSOM, SHIPLEY, JENNIFER, SCOTT, CLARA, HARRISON, BRYANT",TUBE,SB,5,12/7/2017,THURSDAY,7,12,2017,Residential,QUALITY COUNTS,10950,698,625,29,22,,,,,,,,,
294000,SFMTA,5TH ST,HOWARD ST,BRYANT ST,"TEHAMA, CLEMENTINA, FOLSOM, SHIPLEY, JENNIFER, SCOTT, CLARA, HARRISON, BRYANT",TUBE,SB,5,12/7/2017,THURSDAY,7,12,2017,Residential,QUALITY COUNTS,10950,698,625,29,22,,,,,,,,,
295000,SFMTA,5TH ST,HOWARD ST,BRYANT ST,"TEHAMA, CLEMENTINA, FOLSOM, SHIPLEY, JENNIFER, SCOTT, CLARA, HARRISON, BRYANT",TUBE,SB,5,12/7/2017,THURSDAY,7,12,2017,Residential,QUALITY COUNTS,10950,698,625,29,22,,,,,,,,,
301000,SFMTA,5TH ST,HOWARD ST,BRYANT ST,"TEHAMA, CLEMENTINA, FOLSOM, SHIPLEY, JENNIFER, SCOTT, CLARA, HARRISON, BRYANT",TUBE,NB,5,12/7/2017,THURSDAY,7,12,2017,Residential,QUALITY COUNTS,8052,548,489,26,19,,,,,,,,,
